"n","p","epsilon","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120"
100,1,0.5,0.571100234101195,0.681774228359368,0.511531668960302,0.580421678306393,0.52180791828377,0.627346935252957,0.449083126684072,0.531366777684715,0.551101530466444,0.580145701964362,0.560880023545803,0.531644846126535,0.599496351106852,0.481019051484657,0.599392153032523,0.551529285435733,0.570358247320093,0.490942118862071,0.551379855351478,0.540966704809967,0.511546009240895,0.511284667058445,0.560865505407379,0.59942073924819,0.511575028881211,0.627382131370695,0.428069923563456,0.521525051437127,0.541601701335299,0.599076433158376,0.501314907295921,0.560901138131602,0.609222622291889,0.541284725130191,0.49106706732688,0.541589847588523,0.59009049671751,0.531604344482397,0.570399657006724,0.561049121092226,0.618298459256119,0.541140977956174,0.599407324449737,0.51150081164019,0.636880655966225,0.570734246934551,0.511455680980932,0.541437971460605,0.511884056034221,0.580531916570417,0.501552625306174,0.570767865029531,0.58950248919448,0.44930386732033,0.5514854614561,0.541066468582909,0.580000676208666,0.570490491675723,0.570549328130701,0.481087831189187,0.511477995691534,0.551583431161924,0.511778876658551,0.551267618173294,0.521475728226552,0.427673297856396,0.459972751317025,0.561113056800678,0.6274392806219,0.541569369152383,0.551044263152491,0.580249601989211,0.5703592988618,0.580324763009125,0.531462806064386,0.589899368430639,0.55152985129665,0.501441323712537,0.609154264183662,0.511076042316976,0.599665153469107,0.501653011435693,0.460417601129844,0.531085392008507,0.55182284192342,0.590304450774936,0.590383116912582,0.580483898855408,0.551416236860644,0.570566451214886,0.580905954243352,0.511489376251202,0.599493597165652,0.608808982558237,0.561402227422479,0.531560508316424,0.541527287030837,0.59971249566151,0.531949079748283,0.531181469656753,0.618558688761282,0.589849165511276,0.609228925109107,0.589724406686797,0.560777492200652,0.50101362729991,0.511657617074698,0.521458176900392,0.560946163548191,0.541581719119386,0.590303118637289,0.580320649646543,0.627570448999676,0.551247760041958,0.618027736555812,0.570707446711781,0.551258740514588,0.477708271189703,0.560622909222845,0.481009937029575
175,1,0.5,0.403178471643723,0.336898049080693,0.381256700213491,0.444881617924298,0.337153605983144,0.366770382689575,0.291317507402699,0.337006127632892,0.210109562264353,0.417313017345394,0.314244849951787,0.424062666940917,0.321681224315629,0.381717087015438,0.351952891577548,0.359117364196225,0.359116935729225,0.410245240104292,0.388525956985897,0.4241724899676,0.366738360754641,0.321803913931596,0.259260496678651,0.431307050188603,0.344442749503636,0.283184080422509,0.306103431492096,0.31418528682985,0.321839767248932,0.336998258143793,0.359356057274901,0.306347007013311,0.282972120995216,0.344321715495597,0.306480218860478,0.359513830737088,0.395796465061152,0.43157574523953,0.388670332633789,0.417097161761142,0.395666811881477,0.359434047760406,0.395836941927556,0.321904499958075,0.336917202931619,0.336727170763917,0.314312043660527,0.314366285152343,0.329586282368181,0.267131332219111,0.352167957027464,0.388570732763852,0.359481790711708,0.298744254742128,0.321927884110742,0.314301694393699,0.329346571809362,0.417202420768587,0.35928203734698,0.45898279799276,0.374094782085312,0.3294306207942,0.410231608885752,0.366593526429281,0.366869278564946,0.352035372791799,0.329637581374733,0.374408194398697,0.417166539013073,0.381309086838923,0.410103103730543,0.38131972019227,0.336984900308994,0.381304656504102,0.29873430169245,0.31415091541086,0.366474053647693,0.337230703494959,0.337085417718712,0.410002265517533,0.344292160980538,0.366789507565071,0.329504564992726,0.395818370591067,0.306458959498082,0.388664266525929,0.359194259244785,0.373883809892644,0.321721602394704,0.373863847042771,0.275194671385146,0.35937956705892,0.410301885080149,0.36678367238574,0.409914463425059,0.314249896813415,0.359312919752796,0.36680760011132,0.298886035374684,0.373936073616428,0.344911328367291,0.402862164507656,0.32938463438484,0.321817988201718,0.424246432067987,0.352062092122144,0.388518553199077,0.424539736846123,0.329323533971235,0.359384238923773,0.275236289091391,0.374300274407721,0.388534432100036,0.337135446697642,0.313992081540165,0.37405830669804,0.395846897107025,0.352157362930326,0.275077487418374,0.374163461585179
250,1,0.5,0.208519761839472,0.181210457649794,0.234746370511171,0.118010803428379,0.118133610475522,0.132564441298161,0.208412350095299,0.160397778274779,0.234744346165553,0.266880859948118,0.139569720077818,0.139477561910715,0.117770165720864,0.208197878748698,0.11085398022695,0.167504880245367,0.174417760526012,0.214955988546043,0.110300333772997,0.241309369748589,0.181457905839932,0.103406552841468,0.110533126915074,0.188099692651384,0.20143969733735,0.285834510308921,0.194664679790055,0.208058113686465,0.146516842498671,0.160673408931756,0.201381518806562,0.228202914043719,0.228337992263848,0.208045727947649,0.167577994499259,0.194789409175325,0.234877136434005,0.132276790277007,0.234545511370618,0.103151445211817,0.208016913174805,0.0738780018862575,0.139712730792855,0.146597895221495,0.110465870564628,0.273467467486457,0.0812936807699756,0.267019266000721,0.215055876341881,0.139496535006425,0.174321313790272,0.117694588309127,0.132447212603412,0.110363505857099,0.208224882775377,0.214939763650739,0.208413060457206,0.228098742161127,0.132172360263118,0.174391622043064,0.153791704882975,0.125249699909822,0.201764425047728,0.254221851228006,0.201832763240024,0.146588402129374,0.266748001472534,0.181213638819626,0.15339605664983,0.124849075794112,0.0885238919188314,0.201414777142264,0.227984507604066,0.214841235860368,0.221403760515545,0.153530555364649,0.160334234019412,0.181050756308055,0.221246627924517,0.214685219709826,0.207982425861511,0.117672276226901,0.146498298263093,0.227802089775265,0.201520977924119,0.132327965849583,0.228183713762426,0.174571893619238,0.103433278721264,0.146404098501186,0.146328215296366,0.139208803514287,0.0887452078288954,0.20159279732555,0.174315740820765,0.174413582003821,0.174553727292199,0.118162798365607,0.153819991034955,0.214982682789877,0.174460089320668,0.17441892122271,0.194660481592093,0.167435555807395,0.110421384609716,0.153566644663587,0.188374509677986,0.167754909696931,0.0960812350040303,0.254151068908767,0.160445658288673,0.0889020196671331,0.153781256702908,0.160589730821101,0.153567049323423,0.167012980357934,0.181232231242454,0.240910705063736,0.195020415013587,0.304288960647005
325,1,0.5,0.137995010402601,0.225678012431071,0.198724984354731,0.215096896089684,0.209726429652417,0.166084967656915,0.14916690998505,0.146082658449281,0.209977478743502,0.177092607891886,0.120461667754576,0.0972299223860508,0.157193324538334,0.132404352410311,0.160500188751708,0.19377309181036,0.230885623382865,0.193359235517542,0.106358115596931,0.177627150923322,0.182290335419295,0.109036110732402,0.149505351900853,0.241633680349843,0.267071398357962,0.160543310839094,0.126867735275111,0.189697568620411,0.182868156779386,0.138166474295357,0.149132155916248,0.168218197311278,0.193640976734647,0.188316307818484,0.182643178024965,0.121537201492857,0.173740956983364,0.14325584208642,0.166296999544571,0.19346828043996,0.2257537432403,0.114664623160899,0.171759821317236,0.204269568844844,0.138161841573942,0.182570450788722,0.137860865913469,0.182741245972707,0.182685124024376,0.0852961692735869,0.0522815331370947,0.188082075336185,0.177121369918704,0.20978112085798,0.160624771809709,0.18270089617424,0.160549380400824,0.236129458583721,0.193570311708275,0.187928180652064,0.171738396129641,0.200876424513386,0.182407578571689,0.262290908816884,0.102793738627118,0.215114091584415,0.256693383071106,0.25730275290242,0.272612354219295,0.138052512440283,0.225535883241304,0.209755907851494,0.220249831453422,0.10833726366531,0.173037323234293,0.177210822458195,0.160446978714845,0.230913089654388,0.231004044641306,0.24652321193694,0.20440963329201,0.162877715142242,0.177458838866381,0.272244913188133,0.209468140379181,0.0913291591613839,0.215325188486101,0.177455908288526,0.204202181583594,0.162531537142936,0.251434882353142,0.204396422555347,0.166132640865072,0.188074125385423,0.209661253233476,0.204265978309367,0.149017056814953,0.182573481070289,0.120816989168943,0.20988305696776,0.171973576792516,0.171525822102226,0.149347440263776,0.171566133838513,0.220540425670244,0.195083405272371,0.15695801756348,0.16108085796677,0.114866838922818,0.182739723135352,0.132988908555478,0.108773972423622,0.114966583266515,0.146006352743079,0.2151606726281,0.114865313859153,0.140252995908349,0.193924720922799,0.151618866142906,0.198956961170528
400,1,0.5,-0.0154894195001265,0.0473818763030747,0.0367059225275268,0.0616926430462648,0.0567299403501173,-0.0253369316049757,0.0419564729774141,0.0716102131840033,0.0368028271441784,0.071543079806044,-0.0265627946457977,0.000606550627599374,-0.0208174554630696,-0.0418014498228878,0.0515430008130406,0.0421832305442108,0.0616515275412699,-0.00454789373926814,0.0102963808645015,0.000450393241269241,0.00603905966676627,-0.018701355356373,0.0110632613724223,0.0315007450129724,0.051754351930161,-0.0113789834933241,-0.00419329890397056,0.0316924836143343,0.0910668850308689,-0.0586358571098064,0.0766012631307701,0.00570678219268203,0.0160080916563037,0.0766685822079055,0.0319477814399905,-5.8609484419407e-05,0.0915075133024617,-0.0534491419570784,0.0861653186932779,0.0161825901069838,0.0420983578182857,-0.000353080214632678,0.0715226078325116,0.00580391554745512,0.0163071825681262,0.0211288937826928,0.0422717018550863,0.0909947576076597,0.00541630474235242,0.0167791293671332,0.0467651344176838,0.0212259613622197,0.0666729849424852,0.00600088673410234,-0.0873789981143595,0.0567445422556576,0.0469628107483164,0.0216433212056194,0.0715638869993213,-0.0206429064703585,-0.00498894072787918,0.0468107793280414,0.0269470936965324,0.00336027882080964,-0.0211993588030423,0.0519623119453729,0.00546680910635412,-0.0586490568035145,0.0162951420061397,0.0111833279849586,0.0519150162213004,0.0318456981611902,0.0718069057401649,-0.0262834425648997,0.0521388277719038,0.0419281751409402,0.0861222012671398,-0.0201119028802082,0.0765753643023729,0.0517807158957808,0.051819883292333,-0.00995203328211327,-0.0203466077037785,0.0165304672722956,0.0812659058313731,0.0715765757069351,-0.0367316377211845,-0.0371169461411216,-0.0100585070105015,0.0265399625612454,-0.0314129871570583,0.0369139707025846,-0.0376542403138431,0.081614679925222,-0.0214424864522307,0.0766678319768602,0.0619625676274501,-0.000250950120973677,-0.0208396341878595,0.061882829897512,0.0169617690486371,0.0162368843136083,-0.00438238542663779,0.026514247782618,0.00624748782528572,0.0911220334249439,0.0418614165473269,0.000390212656202154,-0.0363838030267605,-0.0156198125584775,0.0315211473789417,0.0163702623879088,0.011088450191572,0.0160662081196154,0.0567002632385838,0.0265578788058113,-0.0766753495836403,0.0368135272720847,0.0415009563005498,0.0617283575138404
475,1,0.5,-0.309158420729954,-0.366225893631685,-0.212630988845833,-0.307436712569136,-0.226127477795059,-0.383367315443287,-0.243114816585139,-0.38646154429536,-0.308355339877218,-0.36826764289374,-0.300384216143022,-0.339323840320894,-0.325999427004092,-0.293691603304625,-0.321205143674417,-0.31910743876765,-0.313248233414029,-0.322489703303228,-0.331665807098949,-0.198844214269257,-0.368773006464449,-0.347181765598746,-0.342476866089398,-0.3795497238505,-0.329032268905457,-0.314403427441938,-0.405268938164298,-0.285109037579179,-0.323308388282443,-0.37735625510227,-0.30267305082707,-0.345459867339611,-0.368205235230414,-0.267078238091199,-0.345844518265803,-0.323197041048769,-0.42434251826514,-0.380027005257996,-0.313524556892721,-0.305608941140312,-0.263039811874633,-0.359927867451701,-0.300962390067713,-0.270932290775738,-0.275120772473656,-0.299581578375364,-0.379225563379635,-0.308229906712698,-0.372524884288065,-0.311201778290217,-0.271326827827558,-0.35809372970608,-0.312077298971397,-0.31198626141262,-0.249649142821961,-0.285723828652474,-0.328415351104332,-0.220339468711679,-0.222795710394261,-0.246640915132872,-0.298624757825915,-0.256351568114838,-0.34763488153107,-0.370124962579301,-0.321762552181509,-0.401124940330572,-0.30167997846626,-0.281129092604007,-0.351936820132615,-0.316530538006095,-0.304312181503667,-0.335480525499614,-0.354078339793217,-0.297205149291955,-0.305948137022449,-0.321942508856971,-0.220170048579037,-0.348621027206598,-0.213125531811467,-0.284401540844733,-0.308876727362486,-0.291569630014189,-0.264886542881569,-0.314201886595866,-0.281094615057379,-0.287734484906668,-0.342893435950274,-0.306993343569461,-0.262046448880622,-0.345927957753885,-0.334945761095336,-0.322475988087784,-0.228067603534549,-0.262043199723035,-0.354485104721413,-0.335661150477391,-0.311765748965466,-0.30479234983168,-0.28438648189313,-0.335305660260905,-0.326604989338225,-0.257823152656228,-0.255115480231009,-0.269136580765495,-0.341557189549413,-0.333039589168662,-0.219152916823943,-0.32898572122631,-0.332447956493958,-0.306830950484919,-0.345309252696848,-0.293454314929084,-0.322827987932229,-0.305579409877278,-0.336792729786741,-0.331162033933021,-0.190030902175252,-0.36077828067143,-0.189902578743561,-0.311388199130099
550,1,0.5,-0.360299831882999,-0.342558277361553,-0.423401595360001,-0.319306932270005,-0.361322966168672,-0.408141725008594,-0.29576162570278,-0.378503035494981,-0.283528936487618,-0.349206215552591,-0.356960067567026,-0.230659471096348,-0.329626482441279,-0.33737438237747,-0.426386120704551,-0.274542536420063,-0.424055496041024,-0.294935111138237,-0.406730389556741,-0.385339368079836,-0.340938093055316,-0.244904719541884,-0.384305471942166,-0.339166034786174,-0.381867366474836,-0.282363913914826,-0.401104637950811,-0.352389887245644,-0.409332781371871,-0.354599602789142,-0.311992498760931,-0.335506731373737,-0.312868304537494,-0.337618598359252,-0.372952563247497,-0.331594963532139,-0.367679452987862,-0.296893715211998,-0.331521240017275,-0.423479836012744,-0.340210198388898,-0.315098167694198,-0.334537607909329,-0.330620920854474,-0.343115930508639,-0.390519388548003,-0.354820774829958,-0.336791977699885,-0.400405630344371,-0.320431095755009,-0.395065558858821,-0.364417705167534,-0.379160630810814,-0.342091986386648,-0.339886186377924,-0.48354656339946,-0.404079433442586,-0.391366752906217,-0.314947440795256,-0.327104560968111,-0.37235024176058,-0.328967112471729,-0.415408479506014,-0.385227252615627,-0.449587202127315,-0.308864893777735,-0.335073090704198,-0.382743457731093,-0.325336442118517,-0.450405927193119,-0.268534781693209,-0.390504249439596,-0.376521609535695,-0.390765761786388,-0.443413487911606,-0.328876643352515,-0.409080152621785,-0.302015537665879,-0.36094541224057,-0.451741574038885,-0.364487962087447,-0.39789538194482,-0.368710067603801,-0.408912548147023,-0.248064276373244,-0.396295125948215,-0.307248864806013,-0.372171990571043,-0.391508409642573,-0.369317530129844,-0.394720705080215,-0.301765440537396,-0.362827328570277,-0.384677984738102,-0.331274612187107,-0.291478990664712,-0.44230464143663,-0.364632562341151,-0.36550287772049,-0.425534198149598,-0.325766503723171,-0.331054353274952,-0.306299129355164,-0.373289583381926,-0.280391752121944,-0.400230227893094,-0.308175661105936,-0.308007933210187,-0.336673010550812,-0.32920605800757,-0.378152468284986,-0.421818783631218,-0.231612409665982,-0.402870717487781,-0.440896625113455,-0.441306489993032,-0.344016994543277,-0.352386974356592,-0.397403568457698,-0.378587215065579
625,1,0.5,-0.371062587549075,-0.322211055825528,-0.33964817753443,-0.360259568646301,-0.349701877275346,-0.441290903505126,-0.340138047761622,-0.479349560585431,-0.41221233641117,-0.419982887393934,-0.399518058517485,-0.357822971309644,-0.431407868713833,-0.418417916631062,-0.371860684513652,-0.397670810671745,-0.308277912080286,-0.289060623512223,-0.333158538928478,-0.424068041883873,-0.408202287605652,-0.339335791055497,-0.37996080157257,-0.343466794809485,-0.377186146382898,-0.40665177404057,-0.427092872868742,-0.365306542332505,-0.272024056227107,-0.347458818878501,-0.356966777533086,-0.410268084741826,-0.378792527756166,-0.382334965933896,-0.390216619296322,-0.412676643255613,-0.412171168145496,-0.380397375958717,-0.333863723607581,-0.337463721492069,-0.371806561145269,-0.400926239939272,-0.427697889654007,-0.366004862244003,-0.361533518277578,-0.377485395495171,-0.328332820636994,-0.402947850619536,-0.355383714925168,-0.382898279137294,-0.340301798198344,-0.399311012257629,-0.381649773803659,-0.244931899061174,-0.366257177482313,-0.357167705734563,-0.34085702946384,-0.428200171647079,-0.37421896657496,-0.399136472784909,-0.437625072273741,-0.378801082029185,-0.395715027369394,-0.302994415934094,-0.386878063721177,-0.421927442486809,-0.346386831490935,-0.376118627970118,-0.382292851639158,-0.418302455487838,-0.408562458123921,-0.436348472847979,-0.456497985877512,-0.435804523245411,-0.397436494929483,-0.394027349815078,-0.39014728418148,-0.443501971220029,-0.397890929994954,-0.404740170488889,-0.390896136888104,-0.411946384508532,-0.44386113903032,-0.38602584011605,-0.415441243870084,-0.395277133556001,-0.394371232706045,-0.42734368150259,-0.439343123129304,-0.41570704982895,-0.406739901681734,-0.469230064230597,-0.329725358237502,-0.377070671168112,-0.362751656106676,-0.365665282621278,-0.450061627342925,-0.365121528990824,-0.447481354439458,-0.366119837426749,-0.444951786865079,-0.289490482698757,-0.397863095282293,-0.444219722621744,-0.367835465007668,-0.386483131590242,-0.393699086277237,-0.39904462622879,-0.333993632542821,-0.441406941862623,-0.478653081115005,-0.415934921821453,-0.285299753517143,-0.37527221949652,-0.325340459081889,-0.404767516451914,-0.418450094082581,-0.399834991500018,-0.333894994879553,-0.443034596880377
700,1,0.5,-0.472186868203656,-0.48548196762149,-0.483553718573442,-0.505873630618965,-0.544269527813902,-0.467423718884608,-0.399421847301339,-0.445425300435681,-0.528356073447008,-0.462240203232229,-0.528492011228881,-0.506430042563196,-0.499635378107605,-0.48932237320387,-0.545798002862097,-0.505942376680214,-0.466204116682413,-0.521627285691856,-0.496843515419435,-0.42000479126016,-0.539956725188013,-0.493570116311252,-0.51160391765434,-0.488941824238964,-0.55088923551395,-0.4947221678767,-0.434957107231713,-0.44829648226832,-0.409561682504785,-0.478544434841018,-0.539631781091361,-0.445640767784998,-0.555809400845461,-0.384576193838722,-0.51727297354372,-0.489227653834077,-0.557283492026163,-0.501558391954519,-0.505961927563445,-0.499166105847419,-0.511259736074724,-0.454668273524884,-0.461768429060781,-0.545816797386472,-0.494276674875295,-0.522558396241939,-0.440555991423034,-0.472564124986302,-0.534248774457738,-0.522563949869691,-0.499173988553165,-0.409587806128029,-0.545937149165614,-0.511416179333691,-0.437453424459518,-0.557823113407152,-0.440794214716034,-0.425147623633456,-0.51097880762883,-0.472648250662241,-0.488311795979775,-0.478155441880615,-0.489223371011964,-0.494837114932689,-0.487251192802349,-0.545726969967606,-0.466043662110015,-0.456407086991554,-0.419282533920913,-0.467521699824337,-0.488992870665797,-0.462074142424725,-0.440552925323956,-0.483646574576275,-0.428968762055275,-0.483655597563606,-0.425109141747313,-0.435668898339095,-0.414771578478424,-0.451107330888598,-0.458871947626386,-0.509452623483021,-0.472832394616335,-0.528910779431275,-0.478049125744606,-0.51077696346205,-0.519680752479325,-0.500592957840391,-0.425294714841458,-0.517061035455567,-0.486571912726632,-0.393429922532014,-0.472974323953741,-0.518388498483868,-0.449569257483492,-0.462057055136882,-0.549019304327364,-0.515547128619253,-0.450849613403174,-0.504264782509458,-0.499985102572609,-0.512008246043356,-0.53994744804305,-0.516717086914013,-0.394516465472628,-0.505868594993394,-0.455379192197845,-0.505904394589573,-0.515552984216166,-0.399733658793977,-0.460638313846486,-0.550030616340347,-0.545685064907032,-0.466792226261949,-0.516923686269482,-0.540577007931339,-0.506278089015994,-0.493010660634063,-0.424453110881512,-0.544403419034027
100,1,1,0.0499023607156282,0.216250767314918,-0.0422700014678821,0.0655376427019765,-0.0262409604274981,0.136730525653814,-0.144477543281018,-0.0105522214928644,0.0202377274866359,0.0654694985237046,0.0354304381171981,-0.0103660066647731,0.0949267499759501,-0.0469397522047403,0.094533242981452,0.0206945753966266,0.0504083011686284,-0.0754376905415031,0.0208070929084883,0.00501933512396462,-0.0428404446677376,-0.0424699125381097,0.0355939362895236,0.0943555620070969,-0.0422628729737801,0.136519693722815,-0.180660141810554,-0.0261596748076942,0.00509388079803074,0.0945916824790835,-0.0587061788196684,0.0357483397312676,0.108915107095986,0.00529915263673945,-0.0752858855687221,0.00496331772748869,0.0804027702871374,-0.0103915035990541,0.0507894128874673,0.0359178445755908,0.122675722858401,0.0053145857188152,0.0946397994151469,-0.0426257421514082,0.150358185369684,0.05079821356564,-0.0424929821631916,0.00509918551194602,-0.042130425992302,0.0657202413766262,-0.0588018545457367,0.0508211928202613,0.0802190998995297,-0.144663559582317,0.0206623560594229,0.00492143871929523,0.0654043809812807,0.0507081021708833,0.0506431953173266,-0.0923206220054104,-0.0420408500046008,0.0208570510792917,-0.0421720429139745,0.0205861395129991,-0.0261758346664742,-0.113220618847474,-0.126583558477179,0.0358478667520556,0.136709909935191,0.00528012282365414,0.020406370983923,0.0656797320721507,0.0502600460741679,0.0653942068514686,-0.0105161673067041,0.0800743241344248,0.0208624454507037,-0.0591801014723944,0.108828773754323,-0.0426249404503573,0.0946910712628644,-0.0587499514413831,-0.124823096061133,-0.0107211468183616,0.0209324162933617,0.0802767696970176,0.0803991566972441,0.065751728228509,0.020752813757852,0.0509794420227776,0.0655928536037842,-0.0433175249911627,0.0946454657423515,0.109105283713644,0.0360895465669532,-0.0105386601163733,0.00516797155162229,0.0946763505015508,-0.0102689744461953,-0.0107961795061441,0.122762795165914,0.0800981308386964,0.109116477198395,0.0800232985800166,0.0354611126035339,-0.0588419221182235,-0.0423075551938835,-0.026275136382048,0.0356355867335011,0.0052379800659593,0.0802119173145813,0.0655007198635361,0.136733311034186,0.0205890691128547,0.12284563420011,0.0507932743532644,0.0205808191805334,-0.109368821998099,0.0355900440487471,-0.0918575732628703
