"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.476915680661375,0.490619121455053,0.497450569104866,0.484081478434785,0.500467126995878,0.467634399565966,0.492203286815225,0.498787549807423,0.517130634705381,0.476304540137294,0.475815087628411,0.494535596124746,0.513378408744303,0.531209919216865,0.502207677565677
"2",0.44371872623341,0.460294616592821,0.459147574309358,0.445294312849325,0.486992840722238,0.459376514503135,0.475162839630245,0.475238915703381,0.433614306164853,0.469582290535617,0.472107035059097,0.488472192758352,0.465545664003512,0.43668804086141,0.428258819459468
"3",0.445517290296891,0.431139362900163,0.451504625662408,0.44849978445869,0.490420476156647,0.459672268104594,0.450089020134675,0.444541928688882,0.498614346394127,0.461024668744502,0.447935889569055,0.425736739347523,0.449253884966956,0.462881220996322,0.45090793198305
"4",0.429375450280707,0.431578710025501,0.436535065803679,0.417330335974025,0.447278914906512,0.452279029485257,0.42400047660989,0.467139280363559,0.434229731662203,0.442920733832155,0.452687026388569,0.414032966325766,0.435468184389566,0.434750410083025,0.440606578541895
"5",0.429992777220177,0.447671535488887,0.429902258627645,0.428341000049355,0.468245956897227,0.469914239598661,0.427723084568178,0.416859815142222,0.417527537602586,0.432451988426416,0.440357568678526,0.429870021726062,0.423263055943021,0.412210231981187,0.429025162332824
"6",0.441021878942664,0.425246650373381,0.401172697146177,0.392803681550034,0.414528381384581,0.423817331625702,0.406687486580652,0.419157410977348,0.409423568326796,0.396470341024716,0.447131932696974,0.416145405851874,0.409483307480414,0.41909520972453,0.449474252152976
"7",0.428583758334955,0.428235607983891,0.437424899538718,0.415759759137888,0.438826549598872,0.393589122687986,0.39953311954181,0.425063827607824,0.422247050482358,0.417818118090757,0.421809670422963,0.440366693491742,0.397935835676743,0.410179836684687,0.396795985820837
"8",0.435331872483639,0.399453942883289,0.408639811015124,0.407483319298932,0.412615577570156,0.400275181446889,0.402429981246592,0.381003402692229,0.413177600496785,0.418205207562722,0.388145102776645,0.392470945976819,0.389685376903752,0.40973801860314,0.411992098609776
"9",0.418712257984719,0.388985585513901,0.388769399655016,0.412312505442421,0.407003516998733,0.389213055989021,0.398060834577268,0.403815284687109,0.399666840216057,0.400717281755084,0.402917373029167,0.41709973519044,0.400840974070709,0.404092794678412,0.393972232663419
"10",0.372616063680938,0.392769472244021,0.38478289775713,0.378282031530698,0.392740825897987,0.36479712090666,0.398028966825427,0.421435960353873,0.392101121921773,0.401776075364435,0.421216704813403,0.390381026946841,0.386441722368792,0.414000487248173,0.375507764957542
"11",0.384066827132114,0.392419369968079,0.391101729427528,0.382952583192993,0.396388383598265,0.422069127089415,0.38543569142485,0.382374944891159,0.37773195274356,0.413487375744411,0.385003041449013,0.398829220691303,0.369139536123005,0.381530362522529,0.413335948039562
"12",0.36634638087191,0.384477477736142,0.363340715607053,0.387651797321759,0.367814627542676,0.37332057476124,0.367987679672461,0.378449110003656,0.361309770779828,0.382474061074655,0.365194699373603,0.384772284967973,0.402163305882822,0.361690555903103,0.399831400776455
"13",0.393362787382903,0.365587206560587,0.377323010079737,0.385554428212772,0.416200733422209,0.35736585300584,0.373716513625358,0.385649094191827,0.369654960479899,0.365572827373443,0.369546587148321,0.373660850118,0.373595938901872,0.36144539525595,0.361414288356204
