"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.706863371081435,0.731786336722575,0.724317884634611,0.739170986799693,0.677531220019815,0.773199452670605,0.712400908333368,0.687690366137071,0.713094057524087,0.710282704924135,0.689049099894102,0.647200051234782,0.708534065115781,0.686627086990116,0.683397048685055
"2",0.636901634433872,0.584532495682917,0.673868538164185,0.618755075425819,0.597055674222988,0.618314484119784,0.647231601479323,0.630871176289051,0.630981220917665,0.675046445317593,0.619083020326228,0.620598318109173,0.615074050646562,0.658383667053942,0.591390518875732
"3",0.592853343894761,0.581410957315867,0.614508373824875,0.565173496066706,0.549792963389303,0.553377634675619,0.622279035386649,0.570460009365422,0.608022124045233,0.568586266001476,0.573915185473352,0.603682041709983,0.550858497047308,0.59139274273518,0.543286356916787
"4",0.503471978976274,0.561259383506998,0.506010832558423,0.478273525005934,0.529871705131753,0.492255235732329,0.485167414979735,0.501012342325214,0.457462837127881,0.521296187140457,0.532501876097136,0.539489095476644,0.475150757418409,0.560171398530924,0.521584533241823
"5",0.573577366889946,0.506755535382727,0.515698019717671,0.507916804124873,0.574803169001863,0.531370892921864,0.469718261031272,0.492274569284729,0.509846325653393,0.489173822047766,0.511135861226232,0.509707700210863,0.495624929476084,0.462817048473892,0.543716296382618
"6",0.570057128405214,0.53044393445911,0.490897788474106,0.500386388769806,0.435132995039665,0.55516191496373,0.505504072958224,0.476369231128509,0.541807075433635,0.456395332740918,0.479516027125279,0.48130490653787,0.506218537049392,0.461289530915675,0.470143069179873
"7",0.471491976378916,0.4541840770558,0.461849373550968,0.482002033017747,0.461594443185634,0.464958020239048,0.439393455525378,0.439722006578464,0.487772655423769,0.481479255571432,0.472537570427422,0.46581992944612,0.433573115096658,0.460852489026658,0.485868673975484
"8",0.458184292762761,0.434839203258772,0.471552029174087,0.413758280998851,0.428596847957876,0.403262161981941,0.461710879564081,0.443366428733622,0.479888747883843,0.462600269085171,0.459123464139968,0.425796597094624,0.425462038073717,0.416882460261748,0.490261323535291
"9",0.467764964113325,0.462483485389616,0.484526456421885,0.453620874533374,0.449930919644363,0.422568034672481,0.445977483943262,0.40946779332978,0.454214826768158,0.473356348955179,0.460965503681993,0.478952293203368,0.415866781886057,0.416541114848968,0.448273570513305
"10",0.407671677547538,0.430988425317854,0.444916777926792,0.453899676384447,0.392368998806065,0.435208559969334,0.43806656349374,0.437481504553073,0.462928151305612,0.430110413168055,0.422390717614592,0.434457172156996,0.409423212326999,0.437646581614585,0.482001179315828
"11",0.423006685920812,0.410983075057413,0.423065507797301,0.435751418768913,0.44774907733024,0.435092532281442,0.419677480054447,0.42923060420676,0.388513383479155,0.416617718487128,0.414919429062766,0.433556586961436,0.439932592389629,0.417641704803794,0.477967953786625
"12",0.416274809488207,0.420677491665786,0.440709300535216,0.439407663879875,0.428994980426483,0.371873823263894,0.388617778147128,0.373466412782553,0.389256413274415,0.402982525006199,0.389317618228278,0.396618123952119,0.425705193306629,0.406145953050097,0.431735614834208
"13",0.420286054700647,0.381289608700248,0.416723621266669,0.381651870182883,0.421056248049742,0.382337288904521,0.401828558211362,0.413296270069048,0.416900706170269,0.3976293650551,0.401636589988515,0.377850610694282,0.43875404131434,0.38249300443788,0.383215109350849
