"p","n","epsilon","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
1,150,0.1,0.631578947368421,0.657894736842105,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.657894736842105,0.631578947368421,0.631578947368421,0.657894736842105,0.657894736842105,0.631578947368421,0.631578947368421,0.631578947368421,0.657894736842105,0.631578947368421,0.631578947368421,0.657894736842105,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.605263157894737,0.657894736842105,0.657894736842105,0.631578947368421,0.631578947368421,0.657894736842105,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421
1,250,0.1,0.629032258064516,0.645161290322581,0.645161290322581,0.645161290322581,0.645161290322581,0.645161290322581,0.629032258064516,0.612903225806452,0.596774193548387,0.661290322580645,0.645161290322581,0.645161290322581,0.629032258064516,0.629032258064516,0.629032258064516,0.629032258064516,0.645161290322581,0.645161290322581,0.612903225806452,0.629032258064516,0.629032258064516,0.645161290322581,0.645161290322581,0.645161290322581,0.629032258064516,0.629032258064516,0.629032258064516,0.645161290322581,0.629032258064516,0.629032258064516,0.645161290322581,0.645161290322581,0.629032258064516,0.629032258064516,0.645161290322581,0.629032258064516,0.645161290322581,0.629032258064516,0.629032258064516,0.645161290322581,0.645161290322581,0.645161290322581,0.645161290322581,0.629032258064516,0.612903225806452
1,350,0.1,0.534090909090909,0.556818181818182,0.556818181818182,0.568181818181818,0.534090909090909,0.568181818181818,0.568181818181818,0.568181818181818,0.579545454545455,0.579545454545455,0.579545454545455,0.579545454545455,0.556818181818182,0.556818181818182,0.568181818181818,0.568181818181818,0.579545454545455,0.556818181818182,0.590909090909091,0.556818181818182,0.568181818181818,0.568181818181818,0.602272727272727,0.545454545454545,0.568181818181818,0.556818181818182,0.579545454545455,0.579545454545455,0.579545454545455,0.556818181818182,0.579545454545455,0.568181818181818,0.568181818181818,0.556818181818182,0.556818181818182,0.545454545454545,0.579545454545455,0.579545454545455,0.579545454545455,0.568181818181818,0.556818181818182,0.579545454545455,0.568181818181818,0.556818181818182,0.556818181818182
1,450,0.1,0.508928571428571,0.508928571428571,0.508928571428571,0.526785714285714,0.517857142857143,0.491071428571429,0.517857142857143,0.508928571428571,0.508928571428571,0.491071428571429,0.508928571428571,0.508928571428571,0.508928571428571,0.535714285714286,0.526785714285714,0.508928571428571,0.517857142857143,0.5,0.517857142857143,0.526785714285714,0.508928571428571,0.526785714285714,0.5,0.508928571428571,0.508928571428571,0.517857142857143,0.535714285714286,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.535714285714286,0.5,0.517857142857143,0.517857142857143,0.508928571428571,0.508928571428571,0.5,0.508928571428571,0.508928571428571,0.526785714285714,0.508928571428571,0.5,0.473214285714286,0.526785714285714
1,550,0.1,0.5,0.5,0.521739130434783,0.521739130434783,0.514492753623188,0.528985507246377,0.5,0.521739130434783,0.5,0.521739130434783,0.5,0.514492753623188,0.521739130434783,0.5,0.5,0.507246376811594,0.528985507246377,0.507246376811594,0.514492753623188,0.536231884057971,0.528985507246377,0.514492753623188,0.514492753623188,0.528985507246377,0.521739130434783,0.528985507246377,0.507246376811594,0.514492753623188,0.507246376811594,0.514492753623188,0.5,0.521739130434783,0.521739130434783,0.514492753623188,0.507246376811594,0.5,0.521739130434783,0.514492753623188,0.521739130434783,0.5,0.521739130434783,0.514492753623188,0.5,0.514492753623188,0.514492753623188
1,650,0.1,0.462962962962963,0.45679012345679,0.475308641975309,0.45679012345679,0.444444444444444,0.450617283950617,0.450617283950617,0.469135802469136,0.462962962962963,0.45679012345679,0.469135802469136,0.462962962962963,0.450617283950617,0.462962962962963,0.469135802469136,0.450617283950617,0.450617283950617,0.45679012345679,0.462962962962963,0.469135802469136,0.469135802469136,0.450617283950617,0.475308641975309,0.493827160493827,0.462962962962963,0.462962962962963,0.45679012345679,0.45679012345679,0.475308641975309,0.450617283950617,0.45679012345679,0.45679012345679,0.45679012345679,0.450617283950617,0.45679012345679,0.469135802469136,0.45679012345679,0.45679012345679,0.45679012345679,0.45679012345679,0.462962962962963,0.462962962962963,0.450617283950617,0.450617283950617,0.450617283950617
1,150,2,0.18421052631579,0.18421052631579,0.236842105263158,0.236842105263158,0.18421052631579,0.236842105263158,0.18421052631579,0.236842105263158,0.157894736842105,0.210526315789474,0.18421052631579,0.157894736842105,0.236842105263158,0.131578947368421,0.236842105263158,0.236842105263158,0.157894736842105,0.157894736842105,0.210526315789474,0.105263157894737,0.210526315789474,0.157894736842105,0.18421052631579,0.18421052631579,0.236842105263158,0.157894736842105,0.18421052631579,0.236842105263158,0.157894736842105,0.18421052631579,0.18421052631579,0.157894736842105,0.157894736842105,0.210526315789474,0.157894736842105,0.289473684210526,0.210526315789474,0.157894736842105,0.105263157894737,0.210526315789474,0.210526315789474,0.210526315789474,0.18421052631579,0.18421052631579,0.18421052631579
1,250,2,0.112903225806452,0.0645161290322581,0.0967741935483871,0.112903225806452,0.0967741935483871,0.112903225806452,0.129032258064516,0.0645161290322581,0.0967741935483871,0.112903225806452,0.0806451612903226,0.0967741935483871,0.0806451612903226,0.129032258064516,0.0806451612903226,0.0967741935483871,0.0645161290322581,0.0483870967741935,0.0806451612903226,0.0806451612903226,0.112903225806452,0.112903225806452,0.0645161290322581,0.129032258064516,0.0967741935483871,0.0483870967741935,0.129032258064516,0.129032258064516,0.145161290322581,0.0806451612903226,0.0645161290322581,0.0967741935483871,0.0483870967741935,0.0967741935483871,0.112903225806452,0.129032258064516,0.0806451612903226,0.0806451612903226,0.0806451612903226,0.0645161290322581,0.0967741935483871,0.112903225806452,0.0967741935483871,0.0806451612903226,0.0806451612903226
1,350,2,0.0568181818181818,0.0454545454545454,0.0568181818181818,0.0681818181818182,0.0568181818181818,0.0568181818181818,0.0681818181818182,0.0568181818181818,0.0795454545454546,0.0568181818181818,0.0454545454545454,0.0568181818181818,0.0568181818181818,0.0681818181818182,0.0568181818181818,0.0454545454545454,0.0681818181818182,0.0795454545454546,0.0681818181818182,0.0681818181818182,0.0340909090909091,0.0568181818181818,0.0568181818181818,0.0909090909090909,0.0454545454545454,0.0568181818181818,0.0681818181818182,0.0340909090909091,0.0568181818181818,0.0681818181818182,0.0454545454545454,0.0681818181818182,0.0568181818181818,0.0681818181818182,0.0681818181818182,0.0681818181818182,0.0568181818181818,0.0681818181818182,0.0340909090909091,0.0795454545454546,0.0681818181818182,0.0568181818181818,0.0454545454545454,0.0795454545454546,0.0681818181818182
1,450,2,0.0089285714285714,0.0357142857142857,0.0178571428571429,0.0178571428571429,0.0446428571428571,0.0267857142857143,0.0357142857142857,0.0178571428571429,0.0178571428571429,0.0267857142857143,0.0178571428571429,0.0357142857142857,0.0267857142857143,0.0357142857142857,0.0535714285714286,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0267857142857143,0.0267857142857143,0.0267857142857143,0.0357142857142857,0.0446428571428571,0.0446428571428571,0.0357142857142857,0.0267857142857143,0.0446428571428571,0.0267857142857143,0.0089285714285714,0.0089285714285714,0.0267857142857143,0.0178571428571429,0.0267857142857143,0.0267857142857143,0.0446428571428571,0.0178571428571429,0.0178571428571429,0.0267857142857143,0.0446428571428571,0.0178571428571429,0.0178571428571429,0.0446428571428571,0.0267857142857143,0.0267857142857143,0.0446428571428571
