"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",22.7706037986551,18.7131234357296,19.9564799698612,16.9009686558487,25.0795493031137,20.0455627417008,19.2879983398907,18.8547560984253,20.3075326647382,17.8847052749122,19.6129808809792,18.1527299485418,17.4497265895674,22.5784536082036,17.4106026861369,19.3287874251897,17.8770457946813,18.6267956376926,15.8507447809274,20.5281679029153,19.4508908125296,22.4765569519517,16.5982153347553,14.4801441038275,15.9988865287481,16.5475625353941,23.6092451950687,16.7420156983056,18.2800006911384,18.6293990012117,25.363853446134,17.4736235095125,17.1519550229792,21.5958319039742,17.4537258500935,18.7111266159081,19.2718566141907,21.500870624656,19.6358381503842,14.9076742827558,18.057848761377,21.6666369473416,21.0956495360101,20.0477245597315,20.3020490849521
"2",6.6148720129873,5.79623910247009,5.06066353618659,6.55919747423051,6.43694566944149,5.44340727157317,5.8333823032437,6.3611297946358,7.74578682592669,4.68586343968816,5.86814782576375,5.4581088349066,5.95199987756873,6.20802166263444,4.97754297074123,6.14867816985326,7.11126041682745,6.9356958096492,5.93209510426265,4.75207045195058,5.9537887577652,5.80644087770203,6.03963745669,6.21858921968532,6.94510911452028,6.32564930050755,6.61465495126948,6.10355735801055,7.82542224839585,4.32741959649136,5.30931899064431,5.68379029260995,6.01346760081691,5.7296224656873,5.31545667212869,6.37337050295264,4.88105985775858,6.40994943840911,5.45149480970637,6.02516408020164,7.29859356476182,5.05394913712332,5.85066219383222,6.01710979602613,6.28004701123437
"3",3.65258683849215,3.2835098779657,4.50822824443365,3.50414435783132,4.15083841882575,2.63543054941539,3.89375395524778,3.05317963139723,2.80834293276783,3.32566861900865,3.71555220530151,3.38134617837206,2.79493240635144,3.73348929397346,3.83682242582424,3.43322679648535,3.41244785310384,2.87529385470703,3.54160089944999,3.71688770541984,3.5625792607896,3.96940397879767,2.83083386404768,2.68472547312162,3.07462453894466,2.76284915769744,2.80663541666998,3.1674513332115,3.43385610545433,3.42691067751314,3.17887565439389,2.89508817944171,2.58352417748439,2.93101455736662,3.39324597223727,3.33013251927308,3.04358631278087,2.74787837768252,3.47786184306732,3.21933538529535,4.19256293240056,3.17581526053535,2.23669342736788,3.45913962481777,3.31855385507292
"4",2.02183051689944,2.07435695762665,2.00623151865938,2.09133590066291,1.91763388768671,2.02406431599692,1.80517477872062,2.23299833141773,1.90712215597919,2.35734882391955,2.26305622337546,2.26208105646809,2.2311276227468,1.94577971596162,2.30524906160947,2.46430944979561,2.00948193025145,2.29736023276244,2.28354389232362,2.21410334745856,2.1586241260619,1.85510892873519,2.47614115982681,2.4719833626744,2.42566425765824,1.85468046361597,2.58310776423816,2.27529258185098,2.5913641706113,2.44964284765093,2.42223845163792,2.17137871453172,2.72571903114851,2.43777200491243,2.08640421100239,2.83039945714129,2.10486592221893,2.58507362472764,2.55796611820591,1.82308500750168,2.06230726384046,1.90704342391067,2.18177013180726,2.57495768737448,2.55034741486015
"5",1.69785479971257,1.2558328334957,1.61733715404856,1.62875073456539,1.58245903568191,1.28075559625215,1.45867225560581,1.71331308011202,1.61096985128539,1.50554055008739,1.37096553889925,1.27974067159321,2.00260127540332,1.40548717656771,1.55376577902263,1.83910955228418,1.50444099102417,1.48616891577067,1.66016084462013,1.76686369295752,1.28447743452745,1.72112936480996,1.43342655968416,1.85409745652375,1.75702225551317,1.52166801514201,1.39957627334095,1.47446701320701,1.63242965396771,1.49518356944046,1.50279830103367,1.5249288812427,1.51441067184364,1.41103550915731,1.52468894574538,1.31391997878915,1.52550613387151,1.36241177051822,2.01151884320102,1.49160402612861,1.70180236289343,1.55267368407134,1.44698059551746,1.74672026912081,1.68233097688294
"6",1.40065204847332,1.21560016330649,1.52697578505084,1.45211891505879,1.06111729061163,1.3248979184148,1.38615888239102,1.26206315045049,1.08967017828858,1.28460434422572,1.10674460622772,1.34612958068425,1.17713928067127,1.33576909230342,1.26649235609777,1.07002883154117,1.27335048324059,1.259290864898,1.27676063613661,1.292340743842,1.25804927871201,1.37887621681751,1.3583446873827,1.23117774198107,1.15991725683815,1.06419774229858,1.51209625484464,1.16647291869346,1.16125677178226,1.03048918168166,1.14057893056224,1.30336716140072,1.30213036843485,1.52596223223495,1.35321071321111,1.33029657643694,1.36796436639365,1.41562507681009,1.112389452335,1.30016174745225,1.09722273167124,1.42124967719846,1.39565643722653,1.17007468520107,1.20780772728263
"7",1.25180054831823,0.847381236462064,0.885174535335091,0.967003749244958,0.920260256750101,0.974874686235183,0.961004088620625,1.17073301117611,0.814975668914636,0.824383147859831,1.04219263603081,1.00356817492427,1.0658332028287,1.00097005135168,0.982033555163814,1.03392554452053,0.867956476364048,1.07014980204193,1.1825920792375,1.01081222957498,0.877859987087572,1.09362572737603,0.964270495802056,1.10555632156144,0.817328459246423,1.24627323941856,1.09786342956,0.902994760897561,1.07516130844648,1.01603473269627,1.17268409436013,1.28170836414947,1.01410831832448,1.13683721037923,1.07775344496233,1.08318556725918,0.95392297066525,1.15173863876146,0.838969467233838,1.06868336038421,1.25172992756999,0.906577912985907,0.927477424884773,1.07209512161381,0.898830520962911
"8",0.801649049932194,0.869134950702406,0.788937339263327,0.789340820376112,1.02383152029701,0.951279930702128,0.827384147499273,1.0745745486437,0.757142228382528,0.926672614555648,0.829795433454293,0.851299072921391,0.936552772861827,0.871493130122604,0.848728067497333,0.870219685629912,0.894932467362495,0.855324865452963,0.885725223416364,0.83183498504429,0.762226712052049,0.812816303578743,0.946226111022846,0.965578815630679,0.827553740210576,0.91879837455575,0.783130856794633,0.874970828663707,0.824711915378843,0.773600330516769,0.974823047366765,0.865465376921722,0.777264608477721,0.888331638310792,1.01308292666926,0.900290490298117,0.879264933808867,0.949542943076435,0.811894816812813,0.826933728456446,0.767506308806522,0.836314728005149,0.871168518493738,0.774103386378093,0.911277478787176
"9",0.756512669736535,0.745730102529003,0.769312884037218,0.756496951380229,0.722886294140748,0.83220287562895,0.848653155980625,0.755061556746989,0.840350850191592,0.847434243147289,0.782906518352461,0.871965770086028,0.757033420325638,0.801445605259459,0.758937209452228,0.881546555593257,0.871935893867055,0.777246096478631,0.941027028568971,0.778127815883243,0.749932661682475,0.729483378694065,0.73849540800346,0.767371461476537,0.744430884706627,0.771921687397329,0.745462099984382,0.981932725311801,0.862241519799496,0.737794460015934,0.804056263057864,0.76411948956958,0.718000770913261,0.94732036544523,0.723246354490048,0.900660350021976,0.851876047036913,0.839294950616309,0.877717589491488,0.806434546330356,0.795656033392126,0.759935844183873,0.77765934698337,0.883669298390218,0.772792923970583
"10",0.769862327632197,0.727138909500722,0.734018036171154,0.759056871956344,0.776914603072387,0.720826672170265,0.727419788575244,0.717143230956638,0.725264655142707,0.777300135511449,0.728212073845668,0.729452314615827,0.762361596379678,0.821615475619153,0.726745531972305,0.729831871501871,0.777571985136009,0.76590654332479,0.737570014525245,0.739121323817082,0.744317898099884,0.721194429152023,0.757966697424124,0.733010113848934,0.756601053007114,0.726173618700219,0.793377486342075,0.754082925001073,0.734542385225187,0.748073923366856,0.746033767141501,0.726273360491559,0.764834926087167,0.734810796952772,0.742160453967374,0.764385816817207,0.732081756923243,0.752912920760147,0.730123478433332,0.727377180790716,0.74981130671914,0.748315720861775,0.764451285682094,0.715733336082128,0.726616297713524
"11",0.693865968080773,0.724566022936905,0.732334135358394,0.704926843632131,0.720742021814663,0.727553616773009,0.709950811320483,0.692582140658414,0.717224191058396,0.716801812814587,0.729338364651823,0.717010777198501,0.748605342696142,0.713651597542482,0.710494245195727,0.788821237247037,0.714250756859164,0.706914548370796,0.720160722058664,0.794797537173754,0.709463400372904,0.717488208356253,0.792113311418956,0.724048970523602,0.699187630650386,0.714367961753828,0.692477864262317,0.705689177359419,0.726188978906375,0.722872474432946,0.716981530195204,0.707651494252892,0.721314298570633,0.727563219837608,0.696241788326404,0.720779288707472,0.705606307853382,0.714555133234493,0.697825567730253,0.7059826905476,0.689525619191123,0.743662621344169,0.726987405291649,0.708862410323329,0.698519442777678
"12",0.709727041709054,0.680959005296913,0.680230261958732,0.681542768553768,0.694997623746607,0.7008246042692,0.704962529947594,0.68929423223447,0.6836992379393,0.679635731895874,0.691812423301893,0.688412589798409,0.716687605454831,0.69486448782606,0.700254154030492,0.685202726158473,0.672501982440578,0.689974147993027,0.694568524427142,0.712187814027593,0.678149491169078,0.698834989809725,0.688508773580722,0.68389026206338,0.683263345374942,0.698006553669936,0.721338936518083,0.713342058996797,0.671385397905009,0.680232315833404,0.709664992390819,0.686109324250006,0.673178663204398,0.714946100813253,0.712903355138127,0.71602843168881,0.695519892996546,0.723374790545103,0.683699212217543,0.68847606364513,0.694933070479158,0.70266480927112,0.700389566795985,0.71602910108629,0.668105943425091
"13",0.670466098155138,0.685190424338101,0.683022051058009,0.710959109236194,0.668487008472238,0.712944043777173,0.676654921866963,0.663882583401881,0.65280253723948,0.676853921988654,0.659514046942593,0.687261981478407,0.707129246135234,0.681073189753354,0.707213299490587,0.691259844448385,0.670363793902966,0.659434691610003,0.69526166527486,0.685021760401162,0.659434072666877,0.652827435033452,0.657401282178086,0.682996889409989,0.663964956875769,0.665970783962958,0.689265550338298,0.691263975855813,0.676934058004602,0.641258411030939,0.674634790908447,0.634312130323084,0.64133527283084,0.652799398135031,0.669036730120202,0.687272955012453,0.685200087532721,0.703243871547239,0.68941054182404,0.677080570058966,0.629685662864446,0.685354685245657,0.680851334673603,0.680978861271605,0.71487849361854
