"p","n","epsilon","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45"
1,150,0.1,0.631578947368421,0.736842105263158,0.789473684210526,0.81578947368421,0.657894736842105,0.763157894736842,0.763157894736842,0.736842105263158,0.68421052631579,0.763157894736842,0.736842105263158,0.789473684210526,0.710526315789474,0.763157894736842,0.868421052631579,0.789473684210526,0.710526315789474,0.763157894736842,0.736842105263158,0.631578947368421,0.631578947368421,0.894736842105263,0.736842105263158,0.736842105263158,0.81578947368421,0.710526315789474,0.868421052631579,0.736842105263158,0.68421052631579,0.736842105263158,0.710526315789474,0.68421052631579,0.710526315789474,0.736842105263158,0.81578947368421,0.763157894736842,0.81578947368421,0.68421052631579,0.842105263157895,0.789473684210526,0.789473684210526,0.710526315789474,0.736842105263158,0.631578947368421,0.81578947368421
1,250,0.1,0.758064516129032,0.790322580645161,0.774193548387097,0.790322580645161,0.774193548387097,0.741935483870968,0.82258064516129,0.725806451612903,0.774193548387097,0.709677419354839,0.82258064516129,0.67741935483871,0.790322580645161,0.806451612903226,0.758064516129032,0.806451612903226,0.661290322580645,0.693548387096774,0.725806451612903,0.774193548387097,0.758064516129032,0.725806451612903,0.806451612903226,0.67741935483871,0.806451612903226,0.67741935483871,0.741935483870968,0.709677419354839,0.82258064516129,0.790322580645161,0.741935483870968,0.790322580645161,0.709677419354839,0.774193548387097,0.741935483870968,0.758064516129032,0.725806451612903,0.725806451612903,0.758064516129032,0.709677419354839,0.790322580645161,0.741935483870968,0.741935483870968,0.82258064516129,0.693548387096774
1,350,0.1,0.75,0.829545454545455,0.772727272727273,0.727272727272727,0.818181818181818,0.727272727272727,0.738636363636364,0.795454545454545,0.75,0.761363636363636,0.795454545454545,0.715909090909091,0.795454545454545,0.704545454545455,0.670454545454545,0.727272727272727,0.681818181818182,0.784090909090909,0.75,0.761363636363636,0.75,0.727272727272727,0.784090909090909,0.681818181818182,0.727272727272727,0.727272727272727,0.75,0.795454545454545,0.772727272727273,0.772727272727273,0.715909090909091,0.715909090909091,0.715909090909091,0.738636363636364,0.761363636363636,0.75,0.715909090909091,0.761363636363636,0.761363636363636,0.738636363636364,0.75,0.693181818181818,0.738636363636364,0.818181818181818,0.772727272727273
1,450,0.1,0.732142857142857,0.758928571428571,0.758928571428571,0.714285714285714,0.75,0.776785714285714,0.714285714285714,0.741071428571429,0.714285714285714,0.714285714285714,0.785714285714286,0.767857142857143,0.732142857142857,0.758928571428571,0.705357142857143,0.723214285714286,0.669642857142857,0.741071428571429,0.732142857142857,0.732142857142857,0.758928571428571,0.741071428571429,0.6875,0.732142857142857,0.696428571428571,0.785714285714286,0.803571428571429,0.75,0.714285714285714,0.75,0.767857142857143,0.767857142857143,0.723214285714286,0.741071428571429,0.803571428571429,0.696428571428571,0.741071428571429,0.75,0.767857142857143,0.723214285714286,0.803571428571429,0.705357142857143,0.758928571428571,0.776785714285714,0.714285714285714
1,550,0.1,0.768115942028985,0.710144927536232,0.72463768115942,0.739130434782609,0.804347826086957,0.731884057971014,0.72463768115942,0.746376811594203,0.753623188405797,0.782608695652174,0.72463768115942,0.760869565217391,0.760869565217391,0.746376811594203,0.760869565217391,0.746376811594203,0.753623188405797,0.717391304347826,0.72463768115942,0.731884057971014,0.789855072463768,0.710144927536232,0.782608695652174,0.72463768115942,0.804347826086957,0.739130434782609,0.72463768115942,0.746376811594203,0.789855072463768,0.753623188405797,0.739130434782609,0.811594202898551,0.760869565217391,0.72463768115942,0.710144927536232,0.72463768115942,0.681159420289855,0.804347826086957,0.695652173913043,0.717391304347826,0.710144927536232,0.731884057971014,0.746376811594203,0.739130434782609,0.753623188405797
1,650,0.1,0.691358024691358,0.759259259259259,0.734567901234568,0.790123456790123,0.808641975308642,0.740740740740741,0.728395061728395,0.67283950617284,0.796296296296296,0.740740740740741,0.728395061728395,0.67283950617284,0.759259259259259,0.814814814814815,0.728395061728395,0.691358024691358,0.703703703703704,0.722222222222222,0.771604938271605,0.709876543209877,0.802469135802469,0.771604938271605,0.753086419753086,0.765432098765432,0.740740740740741,0.765432098765432,0.722222222222222,0.734567901234568,0.734567901234568,0.703703703703704,0.771604938271605,0.765432098765432,0.753086419753086,0.709876543209877,0.703703703703704,0.740740740740741,0.759259259259259,0.722222222222222,0.765432098765432,0.709876543209877,0.759259259259259,0.728395061728395,0.697530864197531,0.771604938271605,0.746913580246914
1,150,2,0.605263157894737,0.68421052631579,0.789473684210526,0.763157894736842,0.81578947368421,0.736842105263158,0.868421052631579,0.736842105263158,0.763157894736842,0.763157894736842,0.763157894736842,0.68421052631579,0.631578947368421,0.789473684210526,0.710526315789474,0.763157894736842,0.789473684210526,0.736842105263158,0.763157894736842,0.736842105263158,0.763157894736842,0.736842105263158,0.736842105263158,0.710526315789474,0.81578947368421,0.68421052631579,0.657894736842105,0.789473684210526,0.605263157894737,0.68421052631579,0.789473684210526,0.657894736842105,0.710526315789474,0.710526315789474,0.894736842105263,0.68421052631579,0.789473684210526,0.842105263157895,0.710526315789474,0.81578947368421,0.868421052631579,0.789473684210526,0.789473684210526,0.657894736842105,0.68421052631579
1,250,2,0.838709677419355,0.67741935483871,0.661290322580645,0.806451612903226,0.774193548387097,0.741935483870968,0.790322580645161,0.67741935483871,0.725806451612903,0.725806451612903,0.790322580645161,0.774193548387097,0.741935483870968,0.693548387096774,0.790322580645161,0.82258064516129,0.693548387096774,0.870967741935484,0.790322580645161,0.741935483870968,0.741935483870968,0.790322580645161,0.790322580645161,0.790322580645161,0.758064516129032,0.758064516129032,0.774193548387097,0.774193548387097,0.741935483870968,0.758064516129032,0.709677419354839,0.725806451612903,0.741935483870968,0.758064516129032,0.725806451612903,0.725806451612903,0.774193548387097,0.790322580645161,0.774193548387097,0.741935483870968,0.838709677419355,0.741935483870968,0.790322580645161,0.758064516129032,0.758064516129032
1,350,2,0.75,0.727272727272727,0.704545454545455,0.772727272727273,0.75,0.727272727272727,0.772727272727273,0.738636363636364,0.806818181818182,0.727272727272727,0.715909090909091,0.761363636363636,0.681818181818182,0.75,0.727272727272727,0.806818181818182,0.795454545454545,0.761363636363636,0.795454545454545,0.704545454545455,0.738636363636364,0.784090909090909,0.704545454545455,0.772727272727273,0.840909090909091,0.829545454545455,0.727272727272727,0.738636363636364,0.772727272727273,0.795454545454545,0.681818181818182,0.738636363636364,0.784090909090909,0.772727272727273,0.75,0.727272727272727,0.738636363636364,0.738636363636364,0.727272727272727,0.75,0.772727272727273,0.795454545454545,0.727272727272727,0.784090909090909,0.75
1,450,2,0.705357142857143,0.714285714285714,0.776785714285714,0.75,0.75,0.767857142857143,0.785714285714286,0.723214285714286,0.741071428571429,0.705357142857143,0.741071428571429,0.732142857142857,0.794642857142857,0.705357142857143,0.705357142857143,0.714285714285714,0.75,0.758928571428571,0.803571428571429,0.785714285714286,0.75,0.767857142857143,0.803571428571429,0.75,0.723214285714286,0.785714285714286,0.758928571428571,0.741071428571429,0.705357142857143,0.767857142857143,0.767857142857143,0.776785714285714,0.723214285714286,0.776785714285714,0.767857142857143,0.758928571428571,0.75,0.714285714285714,0.732142857142857,0.741071428571429,0.776785714285714,0.767857142857143,0.75,0.803571428571429,0.732142857142857
