"n","p","epsilon","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120"
300,0.1,0.5,0.666666666666667,0.706666666666667,0.666666666666667,0.72,0.706666666666667,0.706666666666667,0.68,0.733333333333333,0.666666666666667,0.68,0.72,0.666666666666667,0.706666666666667,0.72,0.693333333333333,0.68,0.693333333333333,0.706666666666667,0.733333333333333,0.693333333333333,0.72,0.733333333333333,0.68,0.706666666666667,0.72,0.68,0.693333333333333,0.693333333333333,0.68,0.693333333333333,0.746666666666667,0.706666666666667,0.68,0.706666666666667,0.706666666666667,0.706666666666667,0.706666666666667,0.706666666666667,0.72,0.706666666666667,0.68,0.693333333333333,0.693333333333333,0.72,0.68,0.693333333333333,0.693333333333333,0.706666666666667,0.706666666666667,0.706666666666667,0.693333333333333,0.706666666666667,0.68,0.693333333333333,0.72,0.693333333333333,0.72,0.72,0.666666666666667,0.706666666666667,0.706666666666667,0.693333333333333,0.706666666666667,0.68,0.706666666666667,0.666666666666667,0.72,0.693333333333333,0.666666666666667,0.666666666666667,0.693333333333333,0.693333333333333,0.68,0.693333333333333,0.706666666666667,0.666666666666667,0.693333333333333,0.706666666666667,0.72,0.693333333333333,0.72,0.706666666666667,0.666666666666667,0.693333333333333,0.693333333333333,0.72,0.706666666666667,0.706666666666667,0.693333333333333,0.733333333333333,0.68,0.706666666666667,0.693333333333333,0.693333333333333,0.68,0.72,0.706666666666667,0.666666666666667,0.733333333333333,0.666666666666667,0.72,0.72,0.693333333333333,0.733333333333333,0.693333333333333,0.68,0.733333333333333,0.693333333333333,0.666666666666667,0.72,0.64,0.72,0.693333333333333,0.68,0.693333333333333,0.693333333333333,0.693333333333333,0.68,0.706666666666667,0.706666666666667
300,0.175,0.5,0.613333333333333,0.653333333333333,0.666666666666667,0.64,0.666666666666667,0.6,0.613333333333333,0.666666666666667,0.626666666666667,0.626666666666667,0.666666666666667,0.666666666666667,0.626666666666667,0.666666666666667,0.653333333333333,0.653333333333333,0.6,0.653333333333333,0.626666666666667,0.68,0.666666666666667,0.626666666666667,0.626666666666667,0.64,0.64,0.666666666666667,0.613333333333333,0.64,0.64,0.68,0.666666666666667,0.64,0.613333333333333,0.64,0.613333333333333,0.613333333333333,0.626666666666667,0.613333333333333,0.64,0.653333333333333,0.64,0.653333333333333,0.626666666666667,0.653333333333333,0.626666666666667,0.626666666666667,0.653333333333333,0.64,0.64,0.626666666666667,0.666666666666667,0.626666666666667,0.626666666666667,0.64,0.613333333333333,0.653333333333333,0.626666666666667,0.64,0.626666666666667,0.68,0.64,0.64,0.706666666666667,0.666666666666667,0.626666666666667,0.653333333333333,0.653333333333333,0.653333333333333,0.64,0.653333333333333,0.666666666666667,0.64,0.626666666666667,0.626666666666667,0.613333333333333,0.626666666666667,0.64,0.653333333333333,0.666666666666667,0.626666666666667,0.64,0.653333333333333,0.653333333333333,0.653333333333333,0.613333333333333,0.626666666666667,0.64,0.64,0.653333333333333,0.653333333333333,0.64,0.64,0.626666666666667,0.613333333333333,0.653333333333333,0.64,0.653333333333333,0.666666666666667,0.64,0.626666666666667,0.626666666666667,0.626666666666667,0.626666666666667,0.64,0.666666666666667,0.666666666666667,0.613333333333333,0.64,0.666666666666667,0.613333333333333,0.626666666666667,0.653333333333333,0.626666666666667,0.613333333333333,0.693333333333333,0.613333333333333,0.626666666666667,0.613333333333333,0.64,0.653333333333333
300,0.25,0.5,0.586666666666667,0.546666666666667,0.586666666666667,0.56,0.6,0.56,0.56,0.613333333333333,0.6,0.573333333333333,0.586666666666667,0.573333333333333,0.6,0.586666666666667,0.626666666666667,0.613333333333333,0.6,0.586666666666667,0.613333333333333,0.573333333333333,0.586666666666667,0.6,0.586666666666667,0.573333333333333,0.613333333333333,0.6,0.613333333333333,0.586666666666667,0.613333333333333,0.573333333333333,0.573333333333333,0.573333333333333,0.626666666666667,0.573333333333333,0.56,0.6,0.573333333333333,0.6,0.6,0.613333333333333,0.6,0.613333333333333,0.573333333333333,0.573333333333333,0.573333333333333,0.6,0.613333333333333,0.64,0.626666666666667,0.533333333333333,0.586666666666667,0.586666666666667,0.613333333333333,0.56,0.586666666666667,0.6,0.6,0.6,0.6,0.6,0.573333333333333,0.613333333333333,0.586666666666667,0.626666666666667,0.573333333333333,0.626666666666667,0.6,0.573333333333333,0.586666666666667,0.6,0.6,0.586666666666667,0.6,0.586666666666667,0.56,0.56,0.573333333333333,0.586666666666667,0.586666666666667,0.56,0.56,0.6,0.6,0.573333333333333,0.573333333333333,0.586666666666667,0.613333333333333,0.573333333333333,0.64,0.56,0.586666666666667,0.64,0.573333333333333,0.586666666666667,0.586666666666667,0.626666666666667,0.6,0.573333333333333,0.613333333333333,0.626666666666667,0.586666666666667,0.586666666666667,0.586666666666667,0.613333333333333,0.573333333333333,0.573333333333333,0.626666666666667,0.573333333333333,0.613333333333333,0.6,0.586666666666667,0.586666666666667,0.56,0.6,0.586666666666667,0.533333333333333,0.56,0.586666666666667,0.586666666666667,0.586666666666667
300,0.325,0.5,0.533333333333333,0.506666666666667,0.546666666666667,0.546666666666667,0.546666666666667,0.533333333333333,0.533333333333333,0.56,0.573333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.533333333333333,0.56,0.573333333333333,0.52,0.56,0.533333333333333,0.533333333333333,0.533333333333333,0.546666666666667,0.546666666666667,0.546666666666667,0.56,0.52,0.573333333333333,0.506666666666667,0.56,0.546666666666667,0.56,0.56,0.546666666666667,0.546666666666667,0.546666666666667,0.56,0.56,0.546666666666667,0.533333333333333,0.533333333333333,0.546666666666667,0.573333333333333,0.546666666666667,0.533333333333333,0.52,0.56,0.506666666666667,0.546666666666667,0.52,0.573333333333333,0.533333333333333,0.573333333333333,0.546666666666667,0.56,0.56,0.546666666666667,0.52,0.52,0.533333333333333,0.56,0.533333333333333,0.546666666666667,0.52,0.533333333333333,0.546666666666667,0.56,0.56,0.546666666666667,0.533333333333333,0.546666666666667,0.573333333333333,0.52,0.52,0.56,0.546666666666667,0.533333333333333,0.546666666666667,0.493333333333333,0.56,0.56,0.533333333333333,0.573333333333333,0.533333333333333,0.506666666666667,0.52,0.533333333333333,0.586666666666667,0.573333333333333,0.533333333333333,0.506666666666667,0.573333333333333,0.546666666666667,0.546666666666667,0.546666666666667,0.56,0.506666666666667,0.533333333333333,0.6,0.493333333333333,0.533333333333333,0.573333333333333,0.52,0.533333333333333,0.533333333333333,0.533333333333333,0.546666666666667,0.506666666666667,0.546666666666667,0.56,0.573333333333333,0.493333333333333,0.56,0.546666666666667,0.546666666666667,0.56,0.546666666666667,0.546666666666667,0.533333333333333,0.546666666666667,0.546666666666667
300,0.4,0.5,0.493333333333333,0.546666666666667,0.493333333333333,0.52,0.506666666666667,0.493333333333333,0.48,0.506666666666667,0.533333333333333,0.493333333333333,0.48,0.466666666666667,0.506666666666667,0.453333333333333,0.506666666666667,0.453333333333333,0.52,0.493333333333333,0.52,0.52,0.52,0.52,0.453333333333333,0.493333333333333,0.506666666666667,0.493333333333333,0.466666666666667,0.493333333333333,0.493333333333333,0.533333333333333,0.493333333333333,0.533333333333333,0.493333333333333,0.533333333333333,0.546666666666667,0.493333333333333,0.466666666666667,0.506666666666667,0.493333333333333,0.52,0.506666666666667,0.48,0.493333333333333,0.506666666666667,0.52,0.493333333333333,0.533333333333333,0.48,0.506666666666667,0.48,0.493333333333333,0.48,0.52,0.533333333333333,0.52,0.506666666666667,0.533333333333333,0.453333333333333,0.506666666666667,0.52,0.506666666666667,0.493333333333333,0.533333333333333,0.48,0.44,0.506666666666667,0.48,0.533333333333333,0.493333333333333,0.506666666666667,0.466666666666667,0.466666666666667,0.466666666666667,0.52,0.48,0.56,0.506666666666667,0.506666666666667,0.493333333333333,0.533333333333333,0.493333333333333,0.533333333333333,0.533333333333333,0.506666666666667,0.533333333333333,0.533333333333333,0.52,0.48,0.506666666666667,0.533333333333333,0.506666666666667,0.506666666666667,0.533333333333333,0.52,0.533333333333333,0.493333333333333,0.48,0.493333333333333,0.493333333333333,0.48,0.506666666666667,0.506666666666667,0.52,0.533333333333333,0.52,0.506666666666667,0.493333333333333,0.48,0.546666666666667,0.493333333333333,0.506666666666667,0.493333333333333,0.493333333333333,0.48,0.466666666666667,0.466666666666667,0.506666666666667,0.506666666666667,0.466666666666667,0.466666666666667
300,0.475,0.5,0.48,0.413333333333333,0.453333333333333,0.493333333333333,0.466666666666667,0.466666666666667,0.466666666666667,0.48,0.44,0.48,0.493333333333333,0.453333333333333,0.466666666666667,0.466666666666667,0.426666666666667,0.466666666666667,0.453333333333333,0.48,0.466666666666667,0.466666666666667,0.48,0.453333333333333,0.48,0.453333333333333,0.453333333333333,0.44,0.453333333333333,0.506666666666667,0.466666666666667,0.48,0.426666666666667,0.466666666666667,0.506666666666667,0.48,0.44,0.453333333333333,0.466666666666667,0.453333333333333,0.466666666666667,0.44,0.426666666666667,0.466666666666667,0.426666666666667,0.48,0.466666666666667,0.48,0.453333333333333,0.466666666666667,0.453333333333333,0.48,0.413333333333333,0.426666666666667,0.44,0.533333333333333,0.453333333333333,0.493333333333333,0.426666666666667,0.44,0.466666666666667,0.426666666666667,0.52,0.466666666666667,0.466666666666667,0.466666666666667,0.466666666666667,0.48,0.453333333333333,0.44,0.453333333333333,0.466666666666667,0.453333333333333,0.44,0.453333333333333,0.493333333333333,0.426666666666667,0.466666666666667,0.44,0.426666666666667,0.466666666666667,0.44,0.44,0.373333333333333,0.466666666666667,0.453333333333333,0.44,0.44,0.466666666666667,0.44,0.466666666666667,0.466666666666667,0.466666666666667,0.453333333333333,0.453333333333333,0.466666666666667,0.466666666666667,0.44,0.453333333333333,0.506666666666667,0.466666666666667,0.48,0.466666666666667,0.44,0.48,0.453333333333333,0.413333333333333,0.44,0.493333333333333,0.493333333333333,0.453333333333333,0.466666666666667,0.506666666666667,0.44,0.466666666666667,0.493333333333333,0.48,0.48,0.44,0.453333333333333,0.493333333333333,0.466666666666667
300,0.55,0.5,0.426666666666667,0.426666666666667,0.426666666666667,0.413333333333333,0.426666666666667,0.426666666666667,0.44,0.44,0.426666666666667,0.466666666666667,0.36,0.44,0.44,0.413333333333333,0.44,0.426666666666667,0.453333333333333,0.426666666666667,0.413333333333333,0.4,0.426666666666667,0.466666666666667,0.426666666666667,0.413333333333333,0.4,0.453333333333333,0.413333333333333,0.413333333333333,0.413333333333333,0.426666666666667,0.426666666666667,0.413333333333333,0.44,0.44,0.4,0.466666666666667,0.4,0.426666666666667,0.466666666666667,0.413333333333333,0.4,0.453333333333333,0.466666666666667,0.426666666666667,0.413333333333333,0.44,0.426666666666667,0.426666666666667,0.413333333333333,0.453333333333333,0.413333333333333,0.44,0.44,0.373333333333333,0.426666666666667,0.386666666666667,0.426666666666667,0.413333333333333,0.413333333333333,0.4,0.426666666666667,0.4,0.44,0.413333333333333,0.44,0.44,0.413333333333333,0.373333333333333,0.386666666666667,0.453333333333333,0.44,0.44,0.44,0.44,0.453333333333333,0.453333333333333,0.426666666666667,0.4,0.44,0.386666666666667,0.426666666666667,0.4,0.44,0.426666666666667,0.466666666666667,0.413333333333333,0.44,0.386666666666667,0.4,0.44,0.386666666666667,0.466666666666667,0.413333333333333,0.4,0.493333333333333,0.44,0.4,0.426666666666667,0.413333333333333,0.413333333333333,0.426666666666667,0.426666666666667,0.453333333333333,0.44,0.36,0.44,0.4,0.466666666666667,0.426666666666667,0.48,0.413333333333333,0.386666666666667,0.413333333333333,0.44,0.413333333333333,0.413333333333333,0.426666666666667,0.4,0.453333333333333,0.453333333333333
300,0.625,0.5,0.413333333333333,0.426666666666667,0.36,0.386666666666667,0.413333333333333,0.386666666666667,0.4,0.386666666666667,0.4,0.413333333333333,0.386666666666667,0.4,0.386666666666667,0.373333333333333,0.373333333333333,0.4,0.373333333333333,0.373333333333333,0.373333333333333,0.36,0.413333333333333,0.386666666666667,0.386666666666667,0.44,0.4,0.386666666666667,0.386666666666667,0.386666666666667,0.36,0.386666666666667,0.4,0.36,0.386666666666667,0.373333333333333,0.373333333333333,0.386666666666667,0.413333333333333,0.413333333333333,0.386666666666667,0.4,0.386666666666667,0.4,0.4,0.413333333333333,0.386666666666667,0.4,0.426666666666667,0.4,0.4,0.413333333333333,0.373333333333333,0.413333333333333,0.373333333333333,0.386666666666667,0.4,0.4,0.386666666666667,0.4,0.386666666666667,0.4,0.413333333333333,0.373333333333333,0.426666666666667,0.346666666666667,0.426666666666667,0.413333333333333,0.4,0.426666666666667,0.386666666666667,0.4,0.373333333333333,0.36,0.4,0.386666666666667,0.36,0.4,0.373333333333333,0.36,0.386666666666667,0.413333333333333,0.386666666666667,0.386666666666667,0.373333333333333,0.4,0.413333333333333,0.373333333333333,0.4,0.4,0.373333333333333,0.4,0.386666666666667,0.373333333333333,0.346666666666667,0.413333333333333,0.386666666666667,0.386666666666667,0.386666666666667,0.36,0.386666666666667,0.413333333333333,0.4,0.386666666666667,0.346666666666667,0.373333333333333,0.4,0.4,0.386666666666667,0.413333333333333,0.373333333333333,0.36,0.413333333333333,0.413333333333333,0.373333333333333,0.413333333333333,0.386666666666667,0.386666666666667,0.4,0.36,0.346666666666667,0.386666666666667
300,0.7,0.5,0.346666666666667,0.36,0.36,0.333333333333333,0.386666666666667,0.32,0.36,0.346666666666667,0.386666666666667,0.32,0.32,0.426666666666667,0.386666666666667,0.333333333333333,0.346666666666667,0.346666666666667,0.386666666666667,0.346666666666667,0.4,0.386666666666667,0.373333333333333,0.386666666666667,0.4,0.346666666666667,0.373333333333333,0.346666666666667,0.4,0.373333333333333,0.333333333333333,0.4,0.373333333333333,0.413333333333333,0.333333333333333,0.333333333333333,0.373333333333333,0.36,0.36,0.333333333333333,0.32,0.32,0.386666666666667,0.333333333333333,0.346666666666667,0.333333333333333,0.386666666666667,0.386666666666667,0.333333333333333,0.386666666666667,0.373333333333333,0.373333333333333,0.36,0.346666666666667,0.346666666666667,0.4,0.333333333333333,0.333333333333333,0.36,0.346666666666667,0.386666666666667,0.386666666666667,0.346666666666667,0.386666666666667,0.36,0.32,0.333333333333333,0.346666666666667,0.36,0.4,0.36,0.413333333333333,0.4,0.386666666666667,0.32,0.346666666666667,0.36,0.373333333333333,0.386666666666667,0.306666666666667,0.333333333333333,0.333333333333333,0.346666666666667,0.373333333333333,0.36,0.373333333333333,0.36,0.373333333333333,0.386666666666667,0.346666666666667,0.346666666666667,0.373333333333333,0.413333333333333,0.373333333333333,0.346666666666667,0.36,0.346666666666667,0.386666666666667,0.386666666666667,0.36,0.4,0.346666666666667,0.373333333333333,0.373333333333333,0.346666666666667,0.333333333333333,0.373333333333333,0.346666666666667,0.373333333333333,0.386666666666667,0.36,0.36,0.373333333333333,0.36,0.373333333333333,0.36,0.32,0.333333333333333,0.346666666666667,0.36,0.386666666666667,0.36
300,0.775,0.5,0.32,0.346666666666667,0.333333333333333,0.346666666666667,0.32,0.333333333333333,0.346666666666667,0.36,0.373333333333333,0.333333333333333,0.36,0.333333333333333,0.32,0.373333333333333,0.306666666666667,0.306666666666667,0.333333333333333,0.333333333333333,0.36,0.306666666666667,0.32,0.346666666666667,0.333333333333333,0.36,0.346666666666667,0.346666666666667,0.346666666666667,0.28,0.373333333333333,0.32,0.32,0.333333333333333,0.346666666666667,0.386666666666667,0.346666666666667,0.373333333333333,0.333333333333333,0.36,0.36,0.333333333333333,0.32,0.293333333333333,0.32,0.32,0.386666666666667,0.346666666666667,0.333333333333333,0.306666666666667,0.333333333333333,0.346666666666667,0.306666666666667,0.36,0.293333333333333,0.373333333333333,0.333333333333333,0.333333333333333,0.36,0.333333333333333,0.306666666666667,0.36,0.306666666666667,0.346666666666667,0.373333333333333,0.333333333333333,0.306666666666667,0.333333333333333,0.333333333333333,0.346666666666667,0.333333333333333,0.346666666666667,0.346666666666667,0.346666666666667,0.346666666666667,0.333333333333333,0.306666666666667,0.346666666666667,0.346666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.346666666666667,0.293333333333333,0.333333333333333,0.32,0.346666666666667,0.346666666666667,0.36,0.333333333333333,0.32,0.386666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.373333333333333,0.333333333333333,0.373333333333333,0.346666666666667,0.306666666666667,0.32,0.333333333333333,0.306666666666667,0.346666666666667,0.32,0.346666666666667,0.333333333333333,0.32,0.306666666666667,0.333333333333333,0.32,0.32,0.346666666666667,0.32,0.32,0.346666666666667,0.346666666666667,0.32,0.386666666666667,0.333333333333333,0.333333333333333
